SUPPLIER_ERP,SUPPLIER_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_ZIP_POSTAL_CDE,SUPPLIER_COUNTRY
U30 GROUP INC,6700 BAUM DRIVE SUITE 4 ,KNOXVILLE,TN,37919,US
UNITED ILLUMINATING CO,P.O. BOX 847818  ,BOSTON,MA,02284-7818,UNITED STATES
UKRAINIAN CONGRESS COMMITTEE OF AMERICA,203 SECOND AVENUE  ,NEW YORK,NY,10003,US
"THE ULTIMATE SOFTWARE GROUP, INC.",P.O. BOX 930953  ,ATLANTA,GA,31193-0953,US
UMANG PATEL,6712 ELMCROFT CIRCLE  ,LOUISVILLE,KY,40241,US
"UNITED WAY OF MILFORD, INC.",20 EVERGREEN AVENUE  ,MILFORD,CT,6460,US
UNITED HEALTHCARE INSURANCE COMPANY,P.O. BOX 94017  ,PALATINE,IL,60094-4017,US
UNITED HEALTHCARE INSURANCE COM,P.O. BOX 94017  ,PALATINE,IL,60094-4017,US
UNITED HEALTHCARE INSURANCE COMPANY-0914459,P.O. BOX 94017  ,PALATINE,IL,60094-4017,US
UNITED HEALTHCARE INSURANCE COMPANY-UHS PREMIUM BILLING,P.O. BOX 94017  ,PALATINE,IL,60094-4017,US
"UNITED LANGUAGE GROUP, INC",1600 UTICA AVENUE SOUTH SUITE 750 ,MINNEAPOLIS,MN,55416,US
UNITED HEALTHCARE INSURANCE COMPANY,UNITED HEALTHCARE INSURANCE COMPANY 22703 NETWORK PLACE ,CHICAGO,IL,60673-1227,US
UNITED BEHAVIORAL HEALTH,OPTUM DEPT 175897 ,SAN FRANCISCO,CA,94139-5897,US
UNITED ENTERTAINMENT GROUP HOLDINGS LLC,28212 NETWORK PLACE  ,CHICAGO,IL,60673-1219,US
UNITED ENTERTAINMENT GROUP HOLDINGS LLC,28212 NETWORK PL  ,CHICAGO,IL,60673-1219,USA
UNITED ENTERTAINMENT GROUP HOLD,28212 NETWORK PL  ,CHICAGO,IL,60673-1219,USA
UNIVERSITY OF GUELPH-LABORATORY SERVICES DIVISION,95 STONE ROAD  ,GUELPH,,N1G 8J7,CANADA
"UPPERCAMPUS, INC.",107 HILLAIR CIRCLE  ,WHITE PLAINS,NY,10605,US
UNITED PARCEL SERVICE,P.O. BOX 7247-0244  ,PHILADELPHIA,PA,19170-0001,UNITED STATES
UPSHIFT ENTERTAINMENT,PO BOX 26585  ,BARRIGADA,GU,96921,USA
"UPS SUPPLY CHAIN SOLUTIONS, INC.",28013 NETWORK PLACE  ,CHICAGO,IL,60673-1280,UNITED STATES
"UP & TO THE RIGHT, LLC",DBA VIRTUALREALITYRENTAL.CO 10035 SUGAR HILL DRIVE ,HOUSTON,TX,77042,UNITED STATES
URBANPIPER TECHNOLOGY PRIVATE LIMITED,"UNIT 204, BRIGADE IRV CENTER NALLURHALLI  ",BANGALORE,,,INDIA
URBAN PLAYGROUND INC.,6836 NANSEN STREET  ,FOREST HILLS,NY,11375,US
URBAN DYNAMICS CONSULTORES SPA,AVENIDA KENNEDY 5600  ,VITACURA,,,CHILE
US FOODS INC,PO BOX 198421  ,ATLANTA,GA,30384-8421,USA
US FOODS INC,PO BOX 561439  ,DENVER,CO,80256-1439,USA
US FOODSERVICE INC,PO BOX 501133  ,ST LOUIS,MO,63150-1133,USA
US FOODS INC,PO BOX 641871  ,PITTSBURGH,PA,15264-1871,USA
"USA MECHANCIAL & ENERGY SERVICES, LLC",15 D INTERNATIONAL DRIVE  ,EAST GRANBY,CT,6026,US
U-SELECT-IT,U-SELECT-IT DBA GENERAL PRODUCTS ,DES MOINES,IA,50325,US
"USER TESTING, INC.",3453 PIERCE DRIVE SUITE 100 ,ATLANTA,GA,30341,UNITED STATES
UNITED STATES TREASURY,INTERNAL REVENUE SERVICE P.O. BOX 1303 ,CHARLOTTE,NC,28201-1303,UNITED STATES
UTAH STATE TAX COMMISSION,210 NORTH 1950 WEST  ,SALT LAKE CITY,UT,84134,USA
UTAH FOOD BANK,3150 S. 900 W.  ,SALT LAKE CITY,UT,84119,US
VIRGINIA DEPARTMENT OF TAXATION,PO BOX 26626  ,RICHMOND,VA,23261-6626,USA
VAAK LLP,3021 CITRUS CIRCLE SUITE 220 ,WALNUT CREEK,CA,94598,US
VALDEZ CONVENTION & VISITORS BUREAU,VISITORS BUREAU PO BOX 1603 ,VALDEZ,AK,99686,USA
YENNIFER VALENTIN,GLOBAL CURRICULUM 11311 NW 23RD STREET ,PEMBROKE PINES,FL,33026,UNITED STATES
SILVIA E VALLIN,EXECUTIVE 10818 NW 78 TERRACE ,MIAMI,FL,33178,US
VALLINA GRISANTI & ASOCIADOS,EXECUTIVE 10818 NW 78 TERRACE ,MIAMI,FL,33178,US
INDEPENDENT PURCHASING COOPERAT,9200 S DADELAND BLVD SUITE 800 ,MIAMI,FL,33156,USA
VALUE PAY SERVICES LLC,9200 S DADELAND BLVD SUITE 800 ,MIAMI,FL,33156,USA
INDEPENDENT PURCHASING COOPERATIVE INC,9200 S DADELAND BLVD SUITE 800 ,MIAMI,FL,33156,USA
VALUE PAY SERVICES LLC,9200 S. DADELAND BLVD. SUITE 705 ,MIAMI,FL,33156,US
STUART L. VANDERHEI,TEST & IMPLEMENTATION 413 TERRACE LANE ,OSWEGO,IL,60543,US
LANCE VANHEMEL,CATERING 14155 DALLAS PARKWAY ,DALLAS,TX,75254,UNITED STATES
ANIL VARTAK,5 BUFORD AVENUE  ,NORWALK,CT,6854,US
MARIA CAROLINA VASQUEZ,MARKETING OPERATIONS 8528 NW 108TH COURT ,MIAMI,FL,33178,US
IVETTE VELAZQUEZ,MARKETING 5709 NW 113TH COURT ,DORAL,FL,33178,US
"VENETIAN LAS VEGAS GAMING, LLC","VENETIAN LAS VEGAS GAMING, LLC 1 MANHATTANVILLE ROAD ",PURCHASE,NY,10577,US
"VENTURA FOODS, LLC",40 POINTE DRIVE  ,BREA,CA,92821,US
VENTURA COUNTY ICE SPORTS,P.O.BOX 6141  ,THOUSAND OAKS,CA,91359,US
VERIZON WIRELESS-NEW YORK 2,P.O. BOX 15062  ,ALBANY,NY,12212-5062,US
VERIZON BUISNESS-PITTSBURGH,3900 WASHINGTON STREET  ,WILMINGTON,DE,19802,US
VERIZON,P.O. BOX 15043  ,ALBANY,NY,12212-5043,US
VIDEOAMP INC,PO BOX 412645  ,BOSTON,MA,02241-2645,USA
JACQUELYN S. VIENNEAU,EXECUTIVE OFFICE 178 FRANKLIN STREET ,ANSONIA,CT,6401,US
LHENS VILSON,LEGAL 111 MORGAN STREET ,STAMFORD,CT,6905,US
VIP FOODSERVICE,VIP FOODSERVICE P.O. BOX 517 ,KAHULUI,HI,96733,US
BRIAN A VISCUSO,TECHNOLOGY 36 WESTOVER LANE ,SOUTHINGTON,CT,6489,US
ANCHORAGE CONVENTION & VISITORS BUREAU,524 W FOURTH AVE  ,ANCHORAGE,AK,99501-2212,USA
GREATER SITKA CHAMBER OF COMMERCE,OF COMMERCE-VISIT SITKA 104 LAKE ST ,SITKA,AK,99835,USA
KARTHIC VISWANATHAN,TECHNOLOGY 80 HAMBURG ROAD ,PARSIPPANY,NJ,7054,US
"VITALSMARTS, LC",DBA CRUCIAL LEARNING 320 RIVER PARK DRIVE ,PROVO,UT,84604,UNITED STATES
VERMONT DEPARTMENT OF TAXES,OF TAXES 133 STATE ST ,MONTPELIER,VT,05602-3667,USA
"VVA, LLC",117 EAST 31ST STREET  ,NEW YORK,NY,10016,US
WEST LIBERTY FOODS LLC,PO BOX 95069  ,CHICAGO,IL,60694-5069,USA
WASHINGTON STATE DEPARTMENT REV,ATTN: DENNIS REDMON 6500 LINDERSON WAY SW STE 202 ,TUMWATER,WA,98501-6561,USA
WASHINGTON STATE DEPARTMENT REVENUE,ATTN: DENNIS REDMON 6500 LINDERSON WAY SW STE 202 ,TUMWATER,WA,98501-6561,USA
DEPARTMENT OF LABOR AND INDUSTRIES,STATE OF WASHINGTON P.O. BOX 34022 ,SEATTLE,WA,98124-1022,UNITED STATES
STATE OF WASHINGTON,STATE OF WASHINGTON P.O. BOX 34022 ,SEATTLE,WA,98124-1022,UNITED STATES
"WADE'S DAIRY, INC.",1316 BARNUM AVENUE  ,BRIDGEPORT,CT,06610-2825,US
JASON WAGNON,FRANCHISE PERFORMANCE 304 RAYBURN STREET ,LAFAYETTE,CT,70506,US
"WALKME, INC.",71 STEVENSON STREET FLOOR 20 ,SAN FRANCISCO,CA,94105,US
CHARLOTTE (CARRIE) WALSH,MARKETING 10545 ROGERS ROAD ,FRISCO,TX,75033,US
"WALSH & ROTH, LLC",MARKETING 10545 ROGERS ROAD ,FRISCO,TX,75033,US
"WALTER CAMP FOOTBALL FOUNDATION, INC.",15 MAPLECREST LANE  ,NORTH HAVEN,CT,6473,US
"W. CAPRA, LLC",221 N. LASALLE STREET SUITE 1325 ,CHICAGO,IL,60601,UNITED STATES
TINA M WELCH,FRANCHISE SALES 3802 OLD BROWSBORO HILLS ROAD ,LOUISVILLE,KY,40241,US
"WELLSPEAK DUGAS & KANE, LLC",55 REALTY DRIVE SUITE 305 ,CHESHIRE,CT,6410,US
BEN K WELLS,FINANCE 206 LAKE ROAD ,YOUNGSTOWN,NY,14174,US
CRISTINA WELLS,MARKETING 12598 SW 60TH COURT ,PINECREST,FL,33156,US
WEN-SHIOW WANG,"NO. 1, LN. 235, SEC. 2, NANTUN ROAD NANTUN DIST ",TAICHUNG CITY,,,TAIWAN
THOMSON REUTERS-WEST,THOMSON REUTERS-WEST DBA SERENGETI LAW ,CAROL STREAM,IL,60197-6292,US
WEST HARTFORD LOCK CO. LLC,11 SHERMAN STREET  ,WEST HARTFORD,CT,6110,US
BARINGS HOTEL OPPORTUNITY VENTURE I LP,7 CONCOURSE PKWY NE  ,ATLANTA,GA,30328,USA
BOOK CADILLAC DETROIT PROPCO LLC,1114 WASHINGTON BLVD  ,DETROIT,MI,48226,USA
HOSTESS WLAX TRS LLC,WESTIN LOS ANGELES AIRPORT 5400 W CENTURY BLVD ,LOS ANGELES,CA,90045-5912,USA
HST LESSEE WEST SEATTLE,PO BOX 844447  ,DALLAS,TX,75284-4447,USA
DIANNA J. WEYMER,LEGAL 50 ROBERTS STREET ,SEYMOUR,CT,6483,US
W.G. MCKAY LIMITED,40 UNIVERSITY AVENUE SUITE 602 ,TORONTO,,M5J 1J9,CANADA
"WGROUP, INC.",150 N. RADNOR CHESTER ROAD SUITE A230 ,RADNOR,PA,19087,US
DAVID WHARTON,TECHNOLOGY 39 KINGSTON ROAD ,SCARSDALE,NY,10583,US
"WHEELS UP PRIVATE JETS, LLC",601 WEST 26TH STREET SUITE 900 ,NEW YORK,NY,10001,UNITED STATES
WHITE RAVEN LLC,PO BOX 6  ,HEALY,AK,99743,USA
WHITE WAY LAUNDRY INC,P.O. BOX 6081  ,WALLINGFORD,CT,6492,US
PAMELA R WHITE,FRANCHISE PERFORMANCE 237 HAZEL ROAD ,TOWNSHEND,VT,5353,US
PAMELA WHITE,FRANCHISE PERFORMANCE 237 HAZEL ROAD ,TOWNSHEND,VT,5353,US
WHITMAN BREED ABBOTT & MORGAN LLC,500 WEST PUTNAM AVENUE  ,GREENWICH,CT,6830,UNITED STATES
WISCONSIN DEPARTMENT OF REVENUE,OF REVENUE PO BOX 8902 ,MADISON,WI,53708-8902,USA
WIGGIN AND DANA LLP,ATTENTION: ACCOUNTS RECEIVABLE P.O. BOX 1832 ,NEW HAVEN,CT,06508-1832,US
DAVID WIGHT,MARKET OPERATIONS 13670 RANGELAND BLVD ,ODESSA,FL,33556,US
WILBUR CROSS HIGH SCHOOL,CITY OF NEW HAVEN 181 MITCHELL DRIVE ,NEW HAVEN,CT,6511,US
"WILLIAMSON ELECTRICAL CO., INC.",334 B CALEF HIGHWAY  ,EPPING,NH,3042,US
"WILLIAM MORRIS ENDEAVOR ENTERTAINMENT, LLC",1201 DEMONBREUN STREET 15TH FLOOR ,NASHVILLE,TN,37203,US
"WILLIAM D. BISHOP, P.C.",WILLIAM HUDSON 2501 BELL ROAD ,MONTGOMERY,AL,36117,US
WILLIAM HUDSON,WILLIAM HUDSON 2501 BELL ROAD ,MONTGOMERY,AL,36117,US
WINDSTREAM CORPORATION-PAETEC,P.O. BOX 9001013  ,LOUISVILLE,KY,40290-1013,US
WINES & MORE,WINES & MORE 242 BOSTON POST ROAD ,MILFORD,CT,6460,US
"WINGS OF FREEDOM ANIMAL RESCUE, INC",KATHY WILLIAMSON 49 HILLCREST DRIVE ,EASTFORD,CT,6242,US
"WINSIGHT, LLC",P.O. BOX 844641  ,BOSTON,MA,02284-4641,US
MICHELLE WINTERBURN,MARKET OPERATIONS 1740 ROBIN LANE ,FLOWER MOUND,TX,75028-4575,US
"WISE CONSULTING ASSOCIATES, INC.",54 SCOTT ADAM ROAD SUITE 206 ,HUNT VALLEY,MD,21030,US
WILBUR D. WISEMAN,TECHNOLOGY 254 PINE HILL ROAD ,CARE NEDDICK,ME,3902,US
"WISER PARTNERS, LLC",3145 LOOKOUT CIRCLE SUITE 300 ,CINCINNATI,OH,45208,US
ZERNITRA WOLFE,TECHNOLOGY 13 RACHELLE AVENUE ,STAMFORD,CT,6905,US
"WOMEN'S BUSINESS ENTERPRISE NATIONAL COUNCIL, INC.","1120 CONNECTICUT AVENUE, NW  ",WASHINGTON,DC,20036,US
WONDERSAUCE LLC,45 WEST 25TH STREET 6TH FLOOR ,NEW YORK,NY,10010,US
WONDERSAUCE,45 W 25TH ST  ,NEW YORK,NY,10010,USA
RYAN WOODS,COMPANY TERRITORY MANAGEMENT 58 RUMSON COURT ,SMYRNA,GA,30080,US
SETH ALAN WOOD JR,MARKET PLANNING 1764 W TAYLOR AVENUE ,EAST POINT,GA,30344,US
SETH WOOD,MARKET PLANNING 1764 W TAYLOR AVENUE ,EAST POINT,GA,30344,US
WOOLPERT INC,4454 IDEA CENTER BLVD  ,DAYTON,OH,45420-1500,US
"WORLD 50, INC.",3525 PIEDMONT ROAD NE BUILDING 7 ,ATLANTA,GA,30305,US
"THE WRITE ANGLE, INC.",144 FAIRPORT VILALGE LANDING # 306 ,FAIRPORT,NY,14450,US
"DESIGN WORLD, LLC DBA WTWH MEDIA",1111 SUPERIOR AVENUE SUITE 2600 ,CLEVELAND,OH,44114,US
WEST VIRGINIA STATE TAX DEPARTM,DEPARTMENT PO BOX 11425 ,CHARLESTON,WV,25339,USA
WEST VIRGINIA STATE TAX DEPARTMENT,DEPARTMENT PO BOX 11425 ,CHARLESTON,WV,25339,USA
WYOMING DEPARTMENT OF REVENUE,"REVENUE-EXCISE TAX DIVISION 122 W 25TH ST, HERSCHLER BLDG ",CHEYENNE,WY,82002-0110,USA
SECRETARY OF STATE-WYOMING,"HERSCHLER BUILDING EAST, SUITE 101 122 W 25TH STREET ",CHEYENNE,WY,82002-0020,UNITED STATES
"XTM INTERNATIONAL, INC.",510 CLINTON SQUARE SUITE 528 ,ROCHESTER,NY,14604,US
RENE YACELGA,TECHNOLOGY 94 REDCOAT ROAD ,WATERBURY,CT,6704,US
YALE NEW HAVEN HOSPITAL - CTF,YALE NEW HAVEN HOSPITAL - CTF YNHH OFFICE OF DEVELOPMENT ,NEW HAVEN,CT,6508,US
YALE UNIVERSITY,YALE SCHOOL OF MANAGEMENT ATTENTION: JOSEPH LAURITO ,NEW HAVEN,CT,06520-8200,UNITED STATES
RACHEL YEARWOOD,MARKET INTEGRATION 524 WALNUT CREEK DRIVE ,BOWLING GREEN,KY,42101,US
YELLOW BRAND PROTECTION INC,P.O. BOX 412526 4TH FLOOR ,BOSTON,MA,02241-2526,US
YEXT INC,PO BOX 9509  ,NEW YORK,NY,10087-9509,USA
YOUGOV AMERICA INC,999 MAIN ST SUITE 101 ,REDWOOD CITY,CA,94063,USA
JOHN YOUNG,FRANCHISE PERFORMANCE 2 CHARLOTTE ROAD ,IPSWICH,MA,1938,US
SIMONNE YOUNG LASHUA,TECHNOLOGY 663 WOODRUFF ROAD ,MILFORD,CT,6461,US
FEI YU,TECHNOLOGY 79 COUNTRY LANE ,BETHANY,CT,6524,UNITED STATES
ZAPPISTORE INC,77 SLEEPER STREET  ,BOSTON,MA,2210,US
CHUANXIANG CHANNING ZHOU,TECHNOLOGY 3498 CHIPPEWA DRIVE ,BELLEVILLE,IL,62221,US
PHILLIP ZOLLA,ACCOUNTING 1 BENNETT TERRACE ,ANSONIA,CT,6401,US
ZOOM VIDEO COMMUNICATIONS INC.,55 ALMADEN BLVD. 6TH FLOOR ,SAN JOSE,CA,95113,US
STEVE ZWERLING,BUSINESS DEVELOPMENT 5897 NW 49 LANE ,COCONUT CREEK,FL,33073,UNITED STATES
